state,year,month,unemployment_rate
Louisiana,2021,11,3.8
Louisiana,2021,12,3.4
Louisiana,2022,1,4.2
Louisiana,2022,2,3.7
Louisiana,2022,3,3.5
Louisiana,2022,4,3.3
Louisiana,2022,5,3.5
Louisiana,2022,6,4.5
Louisiana,2022,7,4.1
Louisiana,2022,8,3.9
Louisiana,2022,9,3.6
Louisiana,2022,10,3.3
Louisiana,2022,11,3.2
Louisiana,2022,12,3.2
Louisiana,2023,1,3.8
Louisiana,2023,2,3.5
Louisiana,2023,3,3.3
Louisiana,2023,4,3.1
Louisiana,2023,5,3.6
Louisiana,2023,6,4.3
Louisiana,2023,7,3.7
Louisiana,2023,8,3.9
Louisiana,2023,9,4.0
Louisiana,2023,10,4.0
Louisiana,2023,11,3.8
Louisiana,2023,12,3.9
Louisiana,2024,1,4.4
Louisiana,2024,2,4.2
Louisiana,2024,3,4.0
Louisiana,2024,4,3.6
Louisiana,2024,5,3.8
Louisiana,2024,6,4.9
Louisiana,2024,7,4.8
Louisiana,2024,8,4.8
Louisiana,2024,9,4.6
Louisiana,2024,10,4.6
Louisiana,2024,11,4.4
Louisiana,2024,12,4.2
Louisiana,2025,1,4.4
Louisiana,2025,2,4.2
Louisiana,2025,3,4.4
Louisiana,2025,4,3.9
Louisiana,2025,5,4.6
Louisiana,2025,6,5.1
Louisiana,2025,7,4.7
Louisiana,2025,8,4.3
Louisiana,2025,9,4.4
Louisiana,2025,10,4.300000000000001
Louisiana,2025,11,4.2
Louisiana,2025,12,3.9
Maine,2016,1,4.8
Maine,2016,2,4.7
Maine,2016,3,4.7
Maine,2016,4,4.0
Maine,2016,5,3.7
Maine,2016,6,3.6
Maine,2016,7,3.4
Maine,2016,8,3.2
Maine,2016,9,3.3
Maine,2016,10,3.3
Maine,2016,11,3.5
Maine,2016,12,3.5
Maine,2017,1,4.3
Maine,2017,2,4.2
Maine,2017,3,3.9
Maine,2017,4,3.6
Maine,2017,5,3.5
Maine,2017,6,3.2
Maine,2017,7,3.2
Maine,2017,8,2.9
Maine,2017,9,2.9
Maine,2017,10,2.9
Maine,2017,11,3.2
Maine,2017,12,3.0
Maine,2018,1,3.7
Maine,2018,2,3.7
Maine,2018,3,3.5
Maine,2018,4,3.3
Maine,2018,5,3.1
Maine,2018,6,3.1
Maine,2018,7,3.1
Maine,2018,8,2.8
Maine,2018,9,2.8
Maine,2018,10,2.9
Maine,2018,11,3.0
Maine,2018,12,3.2
Maine,2019,1,3.9
Maine,2019,2,3.6
Maine,2019,3,3.5
Maine,2019,4,3.0
Maine,2019,5,2.8
Maine,2019,6,2.5
Maine,2019,7,2.5
Maine,2019,8,2.4
Maine,2019,9,2.4
Maine,2019,10,2.5
Maine,2019,11,2.8
Maine,2019,12,2.8
Maine,2020,1,3.7
Maine,2020,2,3.8
Maine,2020,3,4.3
Maine,2020,4,9.2
Maine,2020,5,9.7
Maine,2020,6,6.4
Maine,2020,7,6.7
Maine,2020,8,3.6
Maine,2020,9,3.0
Maine,2020,10,3.0
Maine,2020,11,3.4
Maine,2020,12,4.0
Maine,2021,1,5.5
Maine,2021,2,5.7
Maine,2021,3,5.5
Maine,2021,4,5.4
Maine,2021,5,5.1
Maine,2021,6,5.2
Maine,2021,7,4.7
Maine,2021,8,4.5
Maine,2021,9,4.0
Maine,2021,10,3.9
Maine,2021,11,4.0
Maine,2021,12,3.7
Maine,2022,1,4.4
Maine,2022,2,4.0
Maine,2022,3,3.6
Maine,2022,4,3.0
Maine,2022,5,2.8
Maine,2022,6,2.5
Maine,2022,7,2.3
Maine,2022,8,2.1
Maine,2022,9,2.2
Maine,2022,10,2.3
Maine,2022,11,2.6
Maine,2022,12,2.4
Maine,2023,1,3.0
Maine,2023,2,3.2
Maine,2023,3,3.0
Maine,2023,4,2.4
Maine,2023,5,2.5
Maine,2023,6,2.4
Maine,2023,7,2.4
Maine,2023,8,2.3
Maine,2023,9,2.3
Maine,2023,10,2.5
Maine,2023,11,2.8
Maine,2023,12,2.8
Maine,2024,1,3.3
Maine,2024,2,3.5
Maine,2024,3,3.2
Maine,2024,4,2.9
Maine,2024,5,2.8
Maine,2024,6,2.8
Maine,2024,7,3.0
Maine,2024,8,2.9
Maine,2024,9,2.8
Maine,2024,10,3.1
Maine,2024,11,3.6
Maine,2024,12,3.5
Maine,2025,1,4.0
Maine,2025,2,4.0
Maine,2025,3,3.8
Maine,2025,4,3.4
Maine,2025,5,3.3
Maine,2025,6,2.6
Maine,2025,7,2.8
Maine,2025,8,2.9
Maine,2025,9,3.0
Maine,2025,10,3.2
Maine,2025,11,3.4
Maine,2025,12,3.2
Maryland,2016,1,4.7
Maryland,2016,2,4.6
Maryland,2016,3,4.5
Maryland,2016,4,4.0
Maryland,2016,5,3.9
Maryland,2016,6,4.4
Maryland,2016,7,4.4
Maryland,2016,8,4.3
Maryland,2016,9,4.0
Maryland,2016,10,4.2
Maryland,2016,11,4.0
Maryland,2016,12,3.9
Maryland,2017,1,4.5
Maryland,2017,2,4.5
Maryland,2017,3,4.1
Maryland,2017,4,3.7
Maryland,2017,5,3.8
Maryland,2017,6,4.2
Maryland,2017,7,4.2
Maryland,2017,8,4.2
Maryland,2017,9,3.8
Maryland,2017,10,4.0
Maryland,2017,11,4.0
Maryland,2017,12,3.8
Maryland,2018,1,4.4
Maryland,2018,2,4.4
Maryland,2018,3,4.1
Maryland,2018,4,3.5
Maryland,2018,5,3.5
Maryland,2018,6,4.2
Maryland,2018,7,4.0
Maryland,2018,8,3.8
Maryland,2018,9,3.4
Maryland,2018,10,3.5
Maryland,2018,11,3.3
Maryland,2018,12,3.4
Maryland,2019,1,4.1
Maryland,2019,2,3.9
Maryland,2019,3,3.6
Maryland,2019,4,3.0
Maryland,2019,5,3.1
Maryland,2019,6,3.6
Maryland,2019,7,3.7
Maryland,2019,8,3.5
Maryland,2019,9,3.0
Maryland,2019,10,3.1
Maryland,2019,11,3.0
Maryland,2019,12,2.9
Maryland,2020,1,3.5
Maryland,2020,2,3.5
Maryland,2020,3,4.1
Maryland,2020,4,8.6
Maryland,2020,5,9.1
Maryland,2020,6,8.2
Maryland,2020,7,8.0
Maryland,2020,8,7.0
Maryland,2020,9,7.0
Maryland,2020,10,6.5
Maryland,2020,11,6.3
Maryland,2020,12,6.4
Maryland,2021,1,6.7
Maryland,2021,2,6.5
Maryland,2021,3,6.2
Maryland,2021,4,5.6
Maryland,2021,5,5.5
Maryland,2021,6,6.0
Maryland,2021,7,5.5
Maryland,2021,8,5.2
Maryland,2021,9,4.4
Maryland,2021,10,4.1
Maryland,2021,11,3.7
Maryland,2021,12,3.1
Maryland,2022,1,3.7
Maryland,2022,2,3.6
Maryland,2022,3,3.2
Maryland,2022,4,2.7
Maryland,2022,5,2.8
Maryland,2022,6,3.4
Maryland,2022,7,3.2
Maryland,2022,8,3.2
Maryland,2022,9,2.6
Maryland,2022,10,2.8
Maryland,2022,11,2.4
Maryland,2022,12,2.1
Maryland,2023,1,2.6
Maryland,2023,2,2.5
Maryland,2023,3,2.1
Maryland,2023,4,1.5
Maryland,2023,5,1.7
Maryland,2023,6,2.0
Maryland,2023,7,2.2
Maryland,2023,8,2.3
Maryland,2023,9,2.2
Maryland,2023,10,2.5
Maryland,2023,11,2.3
Maryland,2023,12,2.4
Maryland,2024,1,3.0
Maryland,2024,2,3.1
Maryland,2024,3,2.9
Maryland,2024,4,2.5
Maryland,2024,5,2.6
Maryland,2024,6,3.4
Maryland,2024,7,3.5
Maryland,2024,8,3.5
Maryland,2024,9,2.9
Maryland,2024,10,3.1
Maryland,2024,11,3.1
Maryland,2024,12,2.7
Maryland,2025,1,3.0
Maryland,2025,2,3.3
Maryland,2025,3,3.2
Maryland,2025,4,3.0
Maryland,2025,5,3.3
Maryland,2025,6,3.7
Maryland,2025,7,3.8
Maryland,2025,8,4.3
Maryland,2025,9,4.3
Maryland,2025,10,4.55
Maryland,2025,11,4.8
Maryland,2025,12,3.7
Massachusetts,2016,1,4.8
Massachusetts,2016,2,4.7
Massachusetts,2016,3,4.5
Massachusetts,2016,4,3.8
Massachusetts,2016,5,3.9
Massachusetts,2016,6,4.2
Massachusetts,2016,7,4.2
Massachusetts,2016,8,3.9
Massachusetts,2016,9,3.7
Massachusetts,2016,10,3.5
Massachusetts,2016,11,3.3
Massachusetts,2016,12,3.6
Massachusetts,2017,1,4.5
Massachusetts,2017,2,4.4
Massachusetts,2017,3,4.0
Massachusetts,2017,4,3.5
Massachusetts,2017,5,3.8
Massachusetts,2017,6,4.0
Massachusetts,2017,7,4.2
Massachusetts,2017,8,3.9
Massachusetts,2017,9,3.6
Massachusetts,2017,10,3.4
Massachusetts,2017,11,3.3
Massachusetts,2017,12,3.5
Massachusetts,2018,1,4.2
Massachusetts,2018,2,4.2
Massachusetts,2018,3,3.8
Massachusetts,2018,4,3.2
Massachusetts,2018,5,3.3
Massachusetts,2018,6,3.8
Massachusetts,2018,7,3.8
Massachusetts,2018,8,3.4
Massachusetts,2018,9,3.1
Massachusetts,2018,10,3.0
Massachusetts,2018,11,2.7
Massachusetts,2018,12,3.1
Massachusetts,2019,1,3.9
Massachusetts,2019,2,3.6
Massachusetts,2019,3,3.4
Massachusetts,2019,4,2.7
Massachusetts,2019,5,2.9
Massachusetts,2019,6,3.2
Massachusetts,2019,7,3.3
Massachusetts,2019,8,3.1
Massachusetts,2019,9,2.7
Massachusetts,2019,10,2.6
Massachusetts,2019,11,2.5
Massachusetts,2019,12,2.7
Massachusetts,2020,1,3.5
Massachusetts,2020,2,3.4
Massachusetts,2020,3,3.8
Massachusetts,2020,4,17.2
Massachusetts,2020,5,14.5
Massachusetts,2020,6,14.7
Massachusetts,2020,7,12.8
Massachusetts,2020,8,10.2
Massachusetts,2020,9,9.5
Massachusetts,2020,10,7.9
Massachusetts,2020,11,7.3
Massachusetts,2020,12,7.2
Massachusetts,2021,1,7.3
Massachusetts,2021,2,6.9
Massachusetts,2021,3,6.3
Massachusetts,2021,4,5.5
Massachusetts,2021,5,5.3
Massachusetts,2021,6,5.8
Massachusetts,2021,7,5.5
Massachusetts,2021,8,5.0
Massachusetts,2021,9,4.4
Massachusetts,2021,10,4.1
Massachusetts,2021,11,3.6
Massachusetts,2021,12,3.6
Massachusetts,2022,1,4.4
Massachusetts,2022,2,4.2
Massachusetts,2022,3,3.8
Massachusetts,2022,4,3.2
Massachusetts,2022,5,3.5
Massachusetts,2022,6,3.8
Massachusetts,2022,7,3.9
Massachusetts,2022,8,3.9
Massachusetts,2022,9,3.3
Massachusetts,2022,10,3.3
Massachusetts,2022,11,3.2
Massachusetts,2022,12,3.3
Massachusetts,2023,1,4.0
Massachusetts,2023,2,4.1
Massachusetts,2023,3,3.7
Massachusetts,2023,4,2.8
Massachusetts,2023,5,3.3
Massachusetts,2023,6,3.6
Massachusetts,2023,7,3.6
Massachusetts,2023,8,3.6
Massachusetts,2023,9,3.2
Massachusetts,2023,10,3.3
Massachusetts,2023,11,3.2
Massachusetts,2023,12,3.6
Massachusetts,2024,1,4.2
Massachusetts,2024,2,4.3
Massachusetts,2024,3,4.0
Massachusetts,2024,4,3.4
Massachusetts,2024,5,3.8
Massachusetts,2024,6,4.2
Massachusetts,2024,7,4.5
Massachusetts,2024,8,4.3
Massachusetts,2024,9,3.8
Massachusetts,2024,10,3.9
Massachusetts,2024,11,3.9
Massachusetts,2024,12,4.1
Massachusetts,2025,1,4.7
Massachusetts,2025,2,5.0
Massachusetts,2025,3,5.0
Massachusetts,2025,4,4.6
Massachusetts,2025,5,5.2
Massachusetts,2025,6,4.8
Massachusetts,2025,7,4.8
Massachusetts,2025,8,4.7
Massachusetts,2025,9,4.5
Massachusetts,2025,10,4.6
Massachusetts,2025,11,4.7
Massachusetts,2025,12,4.7
Michigan,2016,1,5.2
Michigan,2016,2,5.3
Michigan,2016,3,5.3
Michigan,2016,4,4.7
Michigan,2016,5,4.7
Michigan,2016,6,5.2
Michigan,2016,7,5.6
Michigan,2016,8,5.1
Michigan,2016,9,4.8
Michigan,2016,10,4.7
Michigan,2016,11,4.5
Michigan,2016,12,4.5
Michigan,2017,1,5.6
Michigan,2017,2,5.3
Michigan,2017,3,4.7
Michigan,2017,4,3.9
Michigan,2017,5,3.9
Michigan,2017,6,4.4
Michigan,2017,7,5.2
Michigan,2017,8,4.9
Michigan,2017,9,4.6
Michigan,2017,10,4.1
Michigan,2017,11,4.0
Michigan,2017,12,4.4
Michigan,2018,1,5.0
Michigan,2018,2,5.0
Michigan,2018,3,4.6
Michigan,2018,4,3.9
Michigan,2018,5,3.8
Michigan,2018,6,4.3
Michigan,2018,7,4.6
Michigan,2018,8,3.9
Michigan,2018,9,3.7
Michigan,2018,10,3.7
Michigan,2018,11,3.5
Michigan,2018,12,4.0
Michigan,2019,1,4.7
Michigan,2019,2,4.5
Michigan,2019,3,4.7
Michigan,2019,4,3.8
Michigan,2019,5,4.0
Michigan,2019,6,4.3
Michigan,2019,7,4.9
Michigan,2019,8,4.2
Michigan,2019,9,3.7
Michigan,2019,10,3.4
Michigan,2019,11,3.2
Michigan,2019,12,3.5
Michigan,2020,1,4.2
Michigan,2020,2,3.7
Michigan,2020,3,4.6
Michigan,2020,4,22.5
Michigan,2020,5,19.6
Michigan,2020,6,14.7
Michigan,2020,7,12.9
Michigan,2020,8,9.7
Michigan,2020,9,8.7
Michigan,2020,10,6.9
Michigan,2020,11,6.5
Michigan,2020,12,7.0
Michigan,2021,1,6.8
Michigan,2021,2,6.5
Michigan,2021,3,6.3
Michigan,2021,4,5.9
Michigan,2021,5,6.1
Michigan,2021,6,6.7
Michigan,2021,7,6.6
Michigan,2021,8,5.9
Michigan,2021,9,5.1
Michigan,2021,10,4.5
Michigan,2021,11,3.8
Michigan,2021,12,4.0
Michigan,2022,1,5.0
Michigan,2022,2,4.9
Michigan,2022,3,4.4
Michigan,2022,4,4.0
Michigan,2022,5,4.2
Michigan,2022,6,4.4
Michigan,2022,7,4.4
Michigan,2022,8,4.1
Michigan,2022,9,3.7
Michigan,2022,10,3.7
Michigan,2022,11,3.5
Michigan,2022,12,3.7
Michigan,2023,1,4.5
Michigan,2023,2,4.4
Michigan,2023,3,4.0
Michigan,2023,4,3.1
Michigan,2023,5,3.8
Michigan,2023,6,4.1
Michigan,2023,7,4.3
Michigan,2023,8,4.1
Michigan,2023,9,3.8
Michigan,2023,10,3.9
Michigan,2023,11,3.4
Michigan,2023,12,3.6
Michigan,2024,1,4.2
Michigan,2024,2,4.5
Michigan,2024,3,4.3
Michigan,2024,4,4.0
Michigan,2024,5,4.4
Michigan,2024,6,5.1
Michigan,2024,7,5.7
Michigan,2024,8,4.9
Michigan,2024,9,4.6
Michigan,2024,10,4.8
Michigan,2024,11,4.8
Michigan,2024,12,5.0
Michigan,2025,1,5.9
Michigan,2025,2,6.0
Michigan,2025,3,5.7
Michigan,2025,4,4.7
Michigan,2025,5,5.3
Michigan,2025,6,5.4
Michigan,2025,7,6.0
Michigan,2025,8,5.0
Michigan,2025,9,4.6
Michigan,2025,10,4.699999999999999
Michigan,2025,11,4.8
Michigan,2025,12,4.8
Minnesota,2016,1,4.4
Minnesota,2016,2,4.4
Minnesota,2016,3,4.5
Minnesota,2016,4,3.8
Minnesota,2016,5,3.4
Minnesota,2016,6,4.1
Minnesota,2016,7,3.8
Minnesota,2016,8,3.8
Minnesota,2016,9,3.5
Minnesota,2016,10,3.4
Minnesota,2016,11,3.3
Minnesota,2016,12,4.0
Minnesota,2017,1,4.6
Minnesota,2017,2,4.4
Minnesota,2017,3,4.1
Minnesota,2017,4,3.6
Minnesota,2017,5,3.2
Minnesota,2017,6,3.6
Minnesota,2017,7,3.4
Minnesota,2017,8,3.4
Minnesota,2017,9,2.8
Minnesota,2017,10,2.5
Minnesota,2017,11,2.7
Minnesota,2017,12,3.2
Minnesota,2018,1,3.8
Minnesota,2018,2,3.7
Minnesota,2018,3,3.6
Minnesota,2018,4,3.0
Minnesota,2018,5,2.5
Minnesota,2018,6,3.1
Minnesota,2018,7,2.9
Minnesota,2018,8,2.8
Minnesota,2018,9,2.4
Minnesota,2018,10,2.4
Minnesota,2018,11,2.5
Minnesota,2018,12,3.3
Minnesota,2019,1,4.2
Minnesota,2019,2,3.9
Minnesota,2019,3,3.9
Minnesota,2019,4,3.1
Minnesota,2019,5,2.9
Minnesota,2019,6,3.5
Minnesota,2019,7,3.3
Minnesota,2019,8,3.2
Minnesota,2019,9,2.7
Minnesota,2019,10,2.7
Minnesota,2019,11,2.9
Minnesota,2019,12,3.4
Minnesota,2020,1,3.9
Minnesota,2020,2,3.8
Minnesota,2020,3,4.7
Minnesota,2020,4,8.6
Minnesota,2020,5,11.1
Minnesota,2020,6,9.1
Minnesota,2020,7,8.0
Minnesota,2020,8,6.3
Minnesota,2020,9,5.7
Minnesota,2020,10,4.8
Minnesota,2020,11,4.4
Minnesota,2020,12,4.9
Minnesota,2021,1,5.2
Minnesota,2021,2,4.8
Minnesota,2021,3,4.6
Minnesota,2021,4,4.1
Minnesota,2021,5,3.6
Minnesota,2021,6,4.2
Minnesota,2021,7,3.5
Minnesota,2021,8,3.5
Minnesota,2021,9,3.0
Minnesota,2021,10,2.6
Minnesota,2021,11,2.4
Minnesota,2021,12,2.7
Minnesota,2022,1,3.4
Minnesota,2022,2,3.1
Minnesota,2022,3,2.9
Minnesota,2022,4,2.2
Minnesota,2022,5,2.0
Minnesota,2022,6,2.6
Minnesota,2022,7,2.3
Minnesota,2022,8,2.4
Minnesota,2022,9,2.0
Minnesota,2022,10,2.0
Minnesota,2022,11,2.2
Minnesota,2022,12,2.8
Minnesota,2023,1,3.3
Minnesota,2023,2,3.5
Minnesota,2023,3,3.2
Minnesota,2023,4,2.8
Minnesota,2023,5,2.7
Minnesota,2023,6,3.1
Minnesota,2023,7,2.9
Minnesota,2023,8,2.9
Minnesota,2023,9,2.4
Minnesota,2023,10,2.3
Minnesota,2023,11,2.0
Minnesota,2023,12,2.6
Minnesota,2024,1,3.4
Minnesota,2024,2,3.6
Minnesota,2024,3,3.4
Minnesota,2024,4,2.8
Minnesota,2024,5,2.8
Minnesota,2024,6,3.6
Minnesota,2024,7,3.5
Minnesota,2024,8,3.3
Minnesota,2024,9,2.5
Minnesota,2024,10,2.3
Minnesota,2024,11,2.4
Minnesota,2024,12,2.6
Minnesota,2025,1,3.6
Minnesota,2025,2,3.9
Minnesota,2025,3,3.9
Minnesota,2025,4,3.2
Minnesota,2025,5,3.2
Minnesota,2025,6,3.8
Minnesota,2025,7,3.9
Minnesota,2025,8,4.1
Minnesota,2025,9,3.5
Minnesota,2025,10,3.7
Minnesota,2025,11,3.9
Minnesota,2025,12,4.3
Mississippi,2016,1,6.4
Mississippi,2016,2,5.9
Mississippi,2016,3,5.8
Mississippi,2016,4,5.4
Mississippi,2016,5,5.9
Mississippi,2016,6,7.0
Mississippi,2016,7,6.7
Mississippi,2016,8,6.1
Mississippi,2016,9,5.9
Mississippi,2016,10,5.6
Mississippi,2016,11,5.3
Mississippi,2016,12,5.4
Mississippi,2017,1,6.1
Mississippi,2017,2,5.2
Mississippi,2017,3,5.2
Mississippi,2017,4,4.7
Mississippi,2017,5,5.3
Mississippi,2017,6,6.2
Mississippi,2017,7,6.0
Mississippi,2017,8,5.4
Mississippi,2017,9,4.8
Mississippi,2017,10,4.4
Mississippi,2017,11,4.6
Mississippi,2017,12,4.5
Mississippi,2018,1,4.9
Mississippi,2018,2,5.0
Mississippi,2018,3,4.6
Mississippi,2018,4,4.4
Mississippi,2018,5,4.7
Mississippi,2018,6,6.0
Mississippi,2018,7,5.6
Mississippi,2018,8,5.1
Mississippi,2018,9,4.7
Mississippi,2018,10,4.5
Mississippi,2018,11,4.5
Mississippi,2018,12,5.1
Mississippi,2019,1,5.7
Mississippi,2019,2,5.3
Mississippi,2019,3,5.2
Mississippi,2019,4,4.8
Mississippi,2019,5,5.1
Mississippi,2019,6,6.6
Mississippi,2019,7,6.6
Mississippi,2019,8,5.9
Mississippi,2019,9,5.4
Mississippi,2019,10,5.0
Mississippi,2019,11,5.1
Mississippi,2019,12,5.0
Mississippi,2020,1,5.5
Mississippi,2020,2,5.2
Mississippi,2020,3,6.7
Mississippi,2020,4,14.8
Mississippi,2020,5,11.5
Mississippi,2020,6,10.2
Mississippi,2020,7,9.2
Mississippi,2020,8,7.3
Mississippi,2020,9,7.1
Mississippi,2020,10,6.2
Mississippi,2020,11,6.1
Mississippi,2020,12,6.2
Mississippi,2021,1,6.6
Mississippi,2021,2,6.4
Mississippi,2021,3,6.2
Mississippi,2021,4,5.6
Mississippi,2021,5,5.8
Mississippi,2021,6,6.9
Mississippi,2021,7,6.2
Mississippi,2021,8,5.5
Mississippi,2021,9,4.6
Mississippi,2021,10,4.1
Mississippi,2021,11,3.6
Mississippi,2021,12,3.5
Mississippi,2022,1,4.6
Mississippi,2022,2,4.1
Mississippi,2022,3,3.4
Mississippi,2022,4,3.3
Mississippi,2022,5,3.6
Mississippi,2022,6,4.6
Mississippi,2022,7,4.4
Mississippi,2022,8,4.0
Mississippi,2022,9,3.7
Mississippi,2022,10,3.3
Mississippi,2022,11,3.3
Mississippi,2022,12,3.1
Mississippi,2023,1,3.5
Mississippi,2023,2,3.2
Mississippi,2023,3,3.0
Mississippi,2023,4,2.5
Mississippi,2023,5,3.0
Mississippi,2023,6,4.0
Mississippi,2023,7,3.7
Mississippi,2023,8,3.5
Mississippi,2023,9,2.9
Mississippi,2023,10,2.7
Mississippi,2023,11,2.4
Mississippi,2023,12,2.5
Mississippi,2024,1,3.1
Mississippi,2024,2,2.7
Mississippi,2024,3,2.5
Mississippi,2024,4,2.0
Mississippi,2024,5,2.9
Mississippi,2024,6,3.9
Mississippi,2024,7,3.7
Mississippi,2024,8,3.5
Mississippi,2024,9,3.3
Mississippi,2024,10,3.3
Mississippi,2024,11,3.4
Mississippi,2024,12,3.5
Mississippi,2025,1,3.7
Mississippi,2025,2,4.1
Mississippi,2025,3,4.0
Mississippi,2025,4,3.5
Mississippi,2025,5,3.8
Mississippi,2025,6,4.5
Mississippi,2025,7,4.5
Mississippi,2025,8,4.2
Mississippi,2025,9,3.6
Mississippi,2025,10,3.75
Mississippi,2025,11,3.9
Mississippi,2025,12,3.1
Missouri,2016,1,4.9
Missouri,2016,2,5.0
Missouri,2016,3,4.9
Missouri,2016,4,4.3
Missouri,2016,5,4.3
Missouri,2016,6,4.8
Missouri,2016,7,5.1
Missouri,2016,8,5.0
Missouri,2016,9,4.3
Missouri,2016,10,4.1
Missouri,2016,11,3.8
Missouri,2016,12,4.1
Missouri,2017,1,4.7
Missouri,2017,2,4.7
Missouri,2017,3,4.3
Missouri,2017,4,3.6
Missouri,2017,5,3.8
Missouri,2017,6,3.7
Missouri,2017,7,4.1
Missouri,2017,8,4.0
Missouri,2017,9,3.1
Missouri,2017,10,2.9
Missouri,2017,11,3.2
Missouri,2017,12,3.3
Missouri,2018,1,4.1
Missouri,2018,2,4.0
Missouri,2018,3,3.8
Missouri,2018,4,3.1
Missouri,2018,5,3.1
Missouri,2018,6,3.3
Missouri,2018,7,3.5
Missouri,2018,8,3.2
Missouri,2018,9,2.5
Missouri,2018,10,2.5
Missouri,2018,11,2.6
Missouri,2018,12,3.0
Missouri,2019,1,3.9
Missouri,2019,2,3.7
Missouri,2019,3,3.7
Missouri,2019,4,2.8
Missouri,2019,5,3.0
Missouri,2019,6,3.2
Missouri,2019,7,3.6
Missouri,2019,8,3.3
Missouri,2019,9,2.6
Missouri,2019,10,2.8
Missouri,2019,11,3.0
Missouri,2019,12,3.2
Missouri,2020,1,3.8
Missouri,2020,2,3.5
Missouri,2020,3,4.2
Missouri,2020,4,10.9
Missouri,2020,5,9.9
Missouri,2020,6,8.5
Missouri,2020,7,8.0
Missouri,2020,8,6.3
Missouri,2020,9,5.2
Missouri,2020,10,4.5
Missouri,2020,11,4.5
Missouri,2020,12,4.9
Missouri,2021,1,5.5
Missouri,2021,2,5.3
Missouri,2021,3,5.0
Missouri,2021,4,4.5
Missouri,2021,5,4.7
Missouri,2021,6,4.8
Missouri,2021,7,4.4
Missouri,2021,8,4.0
Missouri,2021,9,3.1
Missouri,2021,10,3.1
Missouri,2021,11,2.8
Missouri,2021,12,2.8
Missouri,2022,1,3.5
Missouri,2022,2,3.2
Missouri,2022,3,2.9
Missouri,2022,4,2.1
Missouri,2022,5,2.3
Missouri,2022,6,2.4
Missouri,2022,7,2.9
Missouri,2022,8,2.8
Missouri,2022,9,2.0
Missouri,2022,10,2.5
Missouri,2022,11,2.4
Missouri,2022,12,2.4
Missouri,2023,1,3.2
Missouri,2023,2,3.2
Missouri,2023,3,3.1
Missouri,2023,4,2.6
Missouri,2023,5,3.1
Missouri,2023,6,3.3
Missouri,2023,7,3.4
Missouri,2023,8,3.4
Missouri,2023,9,2.8
Missouri,2023,10,3.2
Missouri,2023,11,2.9
Missouri,2023,12,3.1
Missouri,2024,1,3.9
Missouri,2024,2,4.1
Missouri,2024,3,3.9
Missouri,2024,4,3.3
Missouri,2024,5,3.7
Missouri,2024,6,3.9
Missouri,2024,7,4.3
Missouri,2024,8,3.9
Missouri,2024,9,3.0
Missouri,2024,10,3.3
Missouri,2024,11,3.3
Missouri,2024,12,3.2
Missouri,2025,1,4.4
Missouri,2025,2,4.4
Missouri,2025,3,4.4
Missouri,2025,4,3.8
Missouri,2025,5,3.9
Missouri,2025,6,4.4
Missouri,2025,7,4.7
Missouri,2025,8,4.5
Missouri,2025,9,3.5
Missouri,2025,10,3.5
Missouri,2025,11,3.5
Missouri,2025,12,3.3
Montana,2016,1,5.2
Montana,2016,2,5.1
Montana,2016,3,5.0
Montana,2016,4,4.2
Montana,2016,5,3.9
Montana,2016,6,4.4
Montana,2016,7,4.0
Montana,2016,8,3.9
Montana,2016,9,3.5
Montana,2016,10,3.9
Montana,2016,11,3.8
Montana,2016,12,4.5
Montana,2017,1,5.2
Montana,2017,2,4.9
Montana,2017,3,4.6
Montana,2017,4,4.0
Montana,2017,5,3.7
Montana,2017,6,4.0
Montana,2017,7,3.8
Montana,2017,8,3.7
Montana,2017,9,3.4
Montana,2017,10,3.5
Montana,2017,11,3.9
Montana,2017,12,4.2
Montana,2018,1,4.9
Montana,2018,2,4.7
Montana,2018,3,4.4
Montana,2018,4,3.7
Montana,2018,5,3.2
Montana,2018,6,3.8
Montana,2018,7,3.4
Montana,2018,8,3.3
Montana,2018,9,3.0
Montana,2018,10,3.1
Montana,2018,11,3.3
Montana,2018,12,3.9
Montana,2019,1,4.8
Montana,2019,2,4.2
Montana,2019,3,4.2
Montana,2019,4,3.4
Montana,2019,5,3.1
Montana,2019,6,3.4
Montana,2019,7,3.2
Montana,2019,8,3.2
Montana,2019,9,2.8
Montana,2019,10,3.0
Montana,2019,11,3.2
Montana,2019,12,3.7
Montana,2020,1,4.4
Montana,2020,2,4.1
Montana,2020,3,4.7
Montana,2020,4,11.8
Montana,2020,5,9.0
Montana,2020,6,7.4
Montana,2020,7,6.6
Montana,2020,8,5.2
Montana,2020,9,4.6
Montana,2020,10,3.9
Montana,2020,11,4.0
Montana,2020,12,4.4
Montana,2021,1,4.9
Montana,2021,2,4.7
Montana,2021,3,4.3
Montana,2021,4,3.7
Montana,2021,5,3.2
Montana,2021,6,3.8
Montana,2021,7,3.2
Montana,2021,8,3.0
Montana,2021,9,2.3
Montana,2021,10,2.5
Montana,2021,11,2.5
Montana,2021,12,2.7
Montana,2022,1,3.6
Montana,2022,2,3.3
Montana,2022,3,3.0
Montana,2022,4,2.7
Montana,2022,5,2.5
Montana,2022,6,2.8
Montana,2022,7,2.5
Montana,2022,8,2.5
Montana,2022,9,2.0
Montana,2022,10,2.2
Montana,2022,11,2.2
Montana,2022,12,2.6
Montana,2023,1,3.2
