state,year,month,GDP_billions
Louisiana,2019,9,247.65
Louisiana,2019,10,246.65
Louisiana,2019,11,246.65
Louisiana,2019,12,246.65
Louisiana,2020,1,235.38
Louisiana,2020,2,235.38
Louisiana,2020,3,235.38
Louisiana,2020,4,212.74
Louisiana,2020,5,212.74
Louisiana,2020,6,212.74
Louisiana,2020,7,226.18
Louisiana,2020,8,226.18
Louisiana,2020,9,226.18
Louisiana,2020,10,228.23
Louisiana,2020,11,228.23
Louisiana,2020,12,228.23
Louisiana,2021,1,235.54
Louisiana,2021,2,235.54
Louisiana,2021,3,235.54
Louisiana,2021,4,242.85
Louisiana,2021,5,242.85
Louisiana,2021,6,242.85
Louisiana,2021,7,244.57
Louisiana,2021,8,244.57
Louisiana,2021,9,244.57
Louisiana,2021,10,247.37
Louisiana,2021,11,247.37
Louisiana,2021,12,247.37
Louisiana,2022,1,239.92
Louisiana,2022,2,239.92
Louisiana,2022,3,239.92
Louisiana,2022,4,239.24
Louisiana,2022,5,239.24
Louisiana,2022,6,239.24
Louisiana,2022,7,239.7
Louisiana,2022,8,239.7
Louisiana,2022,9,239.7
Louisiana,2022,10,241.31
Louisiana,2022,11,241.31
Louisiana,2022,12,241.31
Louisiana,2023,1,244.67
Louisiana,2023,2,244.67
Louisiana,2023,3,244.67
Louisiana,2023,4,246.06
Louisiana,2023,5,246.06
Louisiana,2023,6,246.06
Louisiana,2023,7,250.32
Louisiana,2023,8,250.32
Louisiana,2023,9,250.32
Louisiana,2023,10,254.75
Louisiana,2023,11,254.75
Louisiana,2023,12,254.75
Louisiana,2024,1,254.46
Louisiana,2024,2,254.46
Louisiana,2024,3,254.46
Louisiana,2024,4,257.22
Louisiana,2024,5,257.22
Louisiana,2024,6,257.22
Louisiana,2024,7,258.19
Louisiana,2024,8,258.19
Louisiana,2024,9,258.19
Louisiana,2024,10,258.34
Louisiana,2024,11,258.34
Louisiana,2024,12,258.34
Maine,2015,1,59.73
Maine,2015,2,59.73
Maine,2015,3,59.73
Maine,2015,4,60.49
Maine,2015,5,60.49
Maine,2015,6,60.49
Maine,2015,7,60.75
Maine,2015,8,60.75
Maine,2015,9,60.75
Maine,2015,10,61.29
Maine,2015,11,61.29
Maine,2015,12,61.29
Maine,2016,1,61.5
Maine,2016,2,61.5
Maine,2016,3,61.5
Maine,2016,4,62.15
Maine,2016,5,62.15
Maine,2016,6,62.15
Maine,2016,7,62.02
Maine,2016,8,62.02
Maine,2016,9,62.02
Maine,2016,10,62.47
Maine,2016,11,62.47
Maine,2016,12,62.47
Maine,2017,1,62.63
Maine,2017,2,62.63
Maine,2017,3,62.63
Maine,2017,4,62.55
Maine,2017,5,62.55
Maine,2017,6,62.55
Maine,2017,7,63.14
Maine,2017,8,63.14
Maine,2017,9,63.14
Maine,2017,10,63.68
Maine,2017,11,63.68
Maine,2017,12,63.68
Maine,2018,1,64.39
Maine,2018,2,64.39
Maine,2018,3,64.39
Maine,2018,4,64.75
Maine,2018,5,64.75
Maine,2018,6,64.75
Maine,2018,7,65.14
Maine,2018,8,65.14
Maine,2018,9,65.14
Maine,2018,10,64.95
Maine,2018,11,64.95
Maine,2018,12,64.95
Maine,2019,1,65.37
Maine,2019,2,65.37
Maine,2019,3,65.37
Maine,2019,4,65.94
Maine,2019,5,65.94
Maine,2019,6,65.94
Maine,2019,7,67.32
Maine,2019,8,67.32
Maine,2019,9,67.32
Maine,2019,10,68.4
Maine,2019,11,68.4
Maine,2019,12,68.4
Maine,2020,1,68.25
Maine,2020,2,68.25
Maine,2020,3,68.25
Maine,2020,4,63.75
Maine,2020,5,63.75
Maine,2020,6,63.75
Maine,2020,7,68.57
Maine,2020,8,68.57
Maine,2020,9,68.57
Maine,2020,10,69.98
Maine,2020,11,69.98
Maine,2020,12,69.98
Maine,2021,1,70.35
Maine,2021,2,70.35
Maine,2021,3,70.35
Maine,2021,4,71.19
Maine,2021,5,71.19
Maine,2021,6,71.19
Maine,2021,7,71.8
Maine,2021,8,71.8
Maine,2021,9,71.8
Maine,2021,10,72.08
Maine,2021,11,72.08
Maine,2021,12,72.08
Maine,2022,1,72.69
Maine,2022,2,72.69
Maine,2022,3,72.69
Maine,2022,4,72.83
Maine,2022,5,72.83
Maine,2022,6,72.83
Maine,2022,7,72.39
Maine,2022,8,72.39
Maine,2022,9,72.39
Maine,2022,10,73.62
Maine,2022,11,73.62
Maine,2022,12,73.62
Maine,2023,1,74.44
Maine,2023,2,74.44
Maine,2023,3,74.44
Maine,2023,4,74.93
Maine,2023,5,74.93
Maine,2023,6,74.93
Maine,2023,7,76.15
Maine,2023,8,76.15
Maine,2023,9,76.15
Maine,2023,10,76.54
Maine,2023,11,76.54
Maine,2023,12,76.54
Maine,2024,1,77.45
Maine,2024,2,77.45
Maine,2024,3,77.45
Maine,2024,4,77.31
Maine,2024,5,77.31
Maine,2024,6,77.31
Maine,2024,7,77.86
Maine,2024,8,77.86
Maine,2024,9,77.86
Maine,2024,10,78.41
Maine,2024,11,78.41
Maine,2024,12,78.41
Maryland,2015,1,376.58
Maryland,2015,2,376.58
Maryland,2015,3,376.58
Maryland,2015,4,377.18
Maryland,2015,5,377.18
Maryland,2015,6,377.18
Maryland,2015,7,379.44
Maryland,2015,8,379.44
Maryland,2015,9,379.44
Maryland,2015,10,381.78
Maryland,2015,11,381.78
Maryland,2015,12,381.78
Maryland,2016,1,386.35
Maryland,2016,2,386.35
Maryland,2016,3,386.35
Maryland,2016,4,390.6
Maryland,2016,5,390.6
Maryland,2016,6,390.6
Maryland,2016,7,393.76
Maryland,2016,8,393.76
Maryland,2016,9,393.76
Maryland,2016,10,397.09
Maryland,2016,11,397.09
Maryland,2016,12,397.09
Maryland,2017,1,396.29
Maryland,2017,2,396.29
Maryland,2017,3,396.29
Maryland,2017,4,398.02
Maryland,2017,5,398.02
Maryland,2017,6,398.02
Maryland,2017,7,400.4
Maryland,2017,8,400.4
Maryland,2017,9,400.4
Maryland,2017,10,404.14
Maryland,2017,11,404.14
Maryland,2017,12,404.14
Maryland,2018,1,401.39
Maryland,2018,2,401.39
Maryland,2018,3,401.39
Maryland,2018,4,402.9
Maryland,2018,5,402.9
Maryland,2018,6,402.9
Maryland,2018,7,402.95
Maryland,2018,8,402.95
Maryland,2018,9,402.95
Maryland,2018,10,402.68
Maryland,2018,11,402.68
Maryland,2018,12,402.68
Maryland,2019,1,397.38
Maryland,2019,2,397.38
Maryland,2019,3,397.38
Maryland,2019,4,401.77
Maryland,2019,5,401.77
Maryland,2019,6,401.77
Maryland,2019,7,404.41
Maryland,2019,8,404.41
Maryland,2019,9,404.41
Maryland,2019,10,406.47
Maryland,2019,11,406.47
Maryland,2019,12,406.47
Maryland,2020,1,395.82
Maryland,2020,2,395.82
Maryland,2020,3,395.82
Maryland,2020,4,370.57
Maryland,2020,5,370.57
Maryland,2020,6,370.57
Maryland,2020,7,394.48
Maryland,2020,8,394.48
Maryland,2020,9,394.48
Maryland,2020,10,395.84
Maryland,2020,11,395.84
Maryland,2020,12,395.84
Maryland,2021,1,407.57
Maryland,2021,2,407.57
Maryland,2021,3,407.57
Maryland,2021,4,404.27
Maryland,2021,5,404.27
Maryland,2021,6,404.27
Maryland,2021,7,405.91
Maryland,2021,8,405.91
Maryland,2021,9,405.91
Maryland,2021,10,410.89
Maryland,2021,11,410.89
Maryland,2021,12,410.89
Maryland,2022,1,411.0
Maryland,2022,2,411.0
Maryland,2022,3,411.0
Maryland,2022,4,412.21
Maryland,2022,5,412.21
Maryland,2022,6,412.21
Maryland,2022,7,413.49
Maryland,2022,8,413.49
Maryland,2022,9,413.49
Maryland,2022,10,413.98
Maryland,2022,11,413.98
Maryland,2022,12,413.98
Maryland,2023,1,416.58
Maryland,2023,2,416.58
Maryland,2023,3,416.58
Maryland,2023,4,417.4
Maryland,2023,5,417.4
Maryland,2023,6,417.4
Maryland,2023,7,423.46
Maryland,2023,8,423.46
Maryland,2023,9,423.46
Maryland,2023,10,424.79
Maryland,2023,11,424.79
Maryland,2023,12,424.79
Maryland,2024,1,430.28
Maryland,2024,2,430.28
Maryland,2024,3,430.28
Maryland,2024,4,430.64
Maryland,2024,5,430.64
Maryland,2024,6,430.64
Maryland,2024,7,435.23
Maryland,2024,8,435.23
Maryland,2024,9,435.23
Maryland,2024,10,436.28
Maryland,2024,11,436.28
Maryland,2024,12,436.28
Massachusetts,2015,1,509.45
Massachusetts,2015,2,509.45
Massachusetts,2015,3,509.45
Massachusetts,2015,4,515.06
Massachusetts,2015,5,515.06
Massachusetts,2015,6,515.06
Massachusetts,2015,7,514.0
Massachusetts,2015,8,514.0
Massachusetts,2015,9,514.0
Massachusetts,2015,10,519.08
Massachusetts,2015,11,519.08
Massachusetts,2015,12,519.08
Massachusetts,2016,1,517.44
Massachusetts,2016,2,517.44
Massachusetts,2016,3,517.44
Massachusetts,2016,4,520.49
Massachusetts,2016,5,520.49
Massachusetts,2016,6,520.49
Massachusetts,2016,7,525.36
Massachusetts,2016,8,525.36
Massachusetts,2016,9,525.36
Massachusetts,2016,10,523.37
Massachusetts,2016,11,523.37
Massachusetts,2016,12,523.37
Massachusetts,2017,1,523.36
Massachusetts,2017,2,523.36
Massachusetts,2017,3,523.36
Massachusetts,2017,4,527.24
Massachusetts,2017,5,527.24
Massachusetts,2017,6,527.24
Massachusetts,2017,7,532.28
Massachusetts,2017,8,532.28
Massachusetts,2017,9,532.28
Massachusetts,2017,10,537.63
Massachusetts,2017,11,537.63
Massachusetts,2017,12,537.63
Massachusetts,2018,1,544.26
Massachusetts,2018,2,544.26
Massachusetts,2018,3,544.26
Massachusetts,2018,4,548.66
Massachusetts,2018,5,548.66
Massachusetts,2018,6,548.66
Massachusetts,2018,7,551.2
Massachusetts,2018,8,551.2
Massachusetts,2018,9,551.2
Massachusetts,2018,10,552.93
Massachusetts,2018,11,552.93
Massachusetts,2018,12,552.93
Massachusetts,2019,1,559.14
Massachusetts,2019,2,559.14
Massachusetts,2019,3,559.14
Massachusetts,2019,4,562.87
Massachusetts,2019,5,562.87
Massachusetts,2019,6,562.87
Massachusetts,2019,7,569.87
Massachusetts,2019,8,569.87
Massachusetts,2019,9,569.87
Massachusetts,2019,10,573.43
Massachusetts,2019,11,573.43
Massachusetts,2019,12,573.43
Massachusetts,2020,1,573.47
Massachusetts,2020,2,573.47
Massachusetts,2020,3,573.47
Massachusetts,2020,4,526.49
Massachusetts,2020,5,526.49
Massachusetts,2020,6,526.49
Massachusetts,2020,7,564.62
Massachusetts,2020,8,564.62
Massachusetts,2020,9,564.62
Massachusetts,2020,10,577.01
Massachusetts,2020,11,577.01
Massachusetts,2020,12,577.01
Massachusetts,2021,1,581.79
Massachusetts,2021,2,581.79
Massachusetts,2021,3,581.79
Massachusetts,2021,4,594.78
Massachusetts,2021,5,594.78
Massachusetts,2021,6,594.78
Massachusetts,2021,7,604.85
Massachusetts,2021,8,604.85
Massachusetts,2021,9,604.85
Massachusetts,2021,10,608.26
Massachusetts,2021,11,608.26
Massachusetts,2021,12,608.26
Massachusetts,2022,1,603.11
Massachusetts,2022,2,603.11
Massachusetts,2022,3,603.11
Massachusetts,2022,4,605.39
Massachusetts,2022,5,605.39
Massachusetts,2022,6,605.39
Massachusetts,2022,7,604.34
Massachusetts,2022,8,604.34
Massachusetts,2022,9,604.34
Massachusetts,2022,10,617.04
Massachusetts,2022,11,617.04
Massachusetts,2022,12,617.04
Massachusetts,2023,1,609.33
Massachusetts,2023,2,609.33
Massachusetts,2023,3,609.33
Massachusetts,2023,4,611.69
Massachusetts,2023,5,611.69
Massachusetts,2023,6,611.69
Massachusetts,2023,7,616.34
Massachusetts,2023,8,616.34
Massachusetts,2023,9,616.34
Massachusetts,2023,10,621.78
Massachusetts,2023,11,621.78
Massachusetts,2023,12,621.78
Massachusetts,2024,1,623.37
Massachusetts,2024,2,623.37
Massachusetts,2024,3,623.37
Massachusetts,2024,4,629.68
Massachusetts,2024,5,629.68
Massachusetts,2024,6,629.68
Massachusetts,2024,7,632.84
Massachusetts,2024,8,632.84
Massachusetts,2024,9,632.84
Massachusetts,2024,10,629.26
Massachusetts,2024,11,629.26
Massachusetts,2024,12,629.26
Michigan,2015,1,485.87
Michigan,2015,2,485.87
Michigan,2015,3,485.87
Michigan,2015,4,490.43
Michigan,2015,5,490.43
Michigan,2015,6,490.43
Michigan,2015,7,492.8
Michigan,2015,8,492.8
Michigan,2015,9,492.8
Michigan,2015,10,493.37
Michigan,2015,11,493.37
Michigan,2015,12,493.37
Michigan,2016,1,494.04
Michigan,2016,2,494.04
Michigan,2016,3,494.04
Michigan,2016,4,500.89
Michigan,2016,5,500.89
Michigan,2016,6,500.89
Michigan,2016,7,501.23
Michigan,2016,8,501.23
Michigan,2016,9,501.23
Michigan,2016,10,504.49
Michigan,2016,11,504.49
Michigan,2016,12,504.49
Michigan,2017,1,502.33
Michigan,2017,2,502.33
Michigan,2017,3,502.33
Michigan,2017,4,504.8
Michigan,2017,5,504.8
Michigan,2017,6,504.8
Michigan,2017,7,504.3
Michigan,2017,8,504.3
Michigan,2017,9,504.3
Michigan,2017,10,508.97
Michigan,2017,11,508.97
Michigan,2017,12,508.97
Michigan,2018,1,516.83
Michigan,2018,2,516.83
Michigan,2018,3,516.83
Michigan,2018,4,517.63
Michigan,2018,5,517.63
Michigan,2018,6,517.63
Michigan,2018,7,517.39
Michigan,2018,8,517.39
Michigan,2018,9,517.39
Michigan,2018,10,515.52
Michigan,2018,11,515.52
Michigan,2018,12,515.52
Michigan,2019,1,514.03
Michigan,2019,2,514.03
Michigan,2019,3,514.03
Michigan,2019,4,518.38
Michigan,2019,5,518.38
Michigan,2019,6,518.38
Michigan,2019,7,524.47
Michigan,2019,8,524.47
Michigan,2019,9,524.47
Michigan,2019,10,527.45
Michigan,2019,11,527.45
Michigan,2019,12,527.45
Michigan,2020,1,518.25
Michigan,2020,2,518.25
Michigan,2020,3,518.25
Michigan,2020,4,456.54
Michigan,2020,5,456.54
Michigan,2020,6,456.54
Michigan,2020,7,515.57
Michigan,2020,8,515.57
Michigan,2020,9,515.57
Michigan,2020,10,520.13
Michigan,2020,11,520.13
Michigan,2020,12,520.13
Michigan,2021,1,520.2
Michigan,2021,2,520.2
Michigan,2021,3,520.2
Michigan,2021,4,530.89
Michigan,2021,5,530.89
Michigan,2021,6,530.89
Michigan,2021,7,530.18
Michigan,2021,8,530.18
Michigan,2021,9,530.18
Michigan,2021,10,533.54
Michigan,2021,11,533.54
Michigan,2021,12,533.54
Michigan,2022,1,537.79
Michigan,2022,2,537.79
Michigan,2022,3,537.79
Michigan,2022,4,537.57
Michigan,2022,5,537.57
Michigan,2022,6,537.57
Michigan,2022,7,540.57
Michigan,2022,8,540.57
Michigan,2022,9,540.57
Michigan,2022,10,543.3
Michigan,2022,11,543.3
Michigan,2022,12,543.3
Michigan,2023,1,548.36
Michigan,2023,2,548.36
Michigan,2023,3,548.36
Michigan,2023,4,552.39
Michigan,2023,5,552.39
Michigan,2023,6,552.39
Michigan,2023,7,558.47
Michigan,2023,8,558.47
Michigan,2023,9,558.47
Michigan,2023,10,559.01
Michigan,2023,11,559.01
Michigan,2023,12,559.01
Michigan,2024,1,557.33
Michigan,2024,2,557.33
Michigan,2024,3,557.33
Michigan,2024,4,564.0
Michigan,2024,5,564.0
Michigan,2024,6,564.0
Michigan,2024,7,562.76
Michigan,2024,8,562.76
Michigan,2024,9,562.76
Michigan,2024,10,564.63
Michigan,2024,11,564.63
Michigan,2024,12,564.63
Minnesota,2015,1,345.36
Minnesota,2015,2,345.36
Minnesota,2015,3,345.36
Minnesota,2015,4,344.0
Minnesota,2015,5,344.0
Minnesota,2015,6,344.0
Minnesota,2015,7,345.33
Minnesota,2015,8,345.33
Minnesota,2015,9,345.33
Minnesota,2015,10,347.14
Minnesota,2015,11,347.14
Minnesota,2015,12,347.14
Minnesota,2016,1,346.6
Minnesota,2016,2,346.6
Minnesota,2016,3,346.6
Minnesota,2016,4,348.01
Minnesota,2016,5,348.01
Minnesota,2016,6,348.01
Minnesota,2016,7,353.96
Minnesota,2016,8,353.96
Minnesota,2016,9,353.96
Minnesota,2016,10,353.85
Minnesota,2016,11,353.85
Minnesota,2016,12,353.85
Minnesota,2017,1,356.46
Minnesota,2017,2,356.46
Minnesota,2017,3,356.46
Minnesota,2017,4,354.12
Minnesota,2017,5,354.12
Minnesota,2017,6,354.12
Minnesota,2017,7,352.18
Minnesota,2017,8,352.18
Minnesota,2017,9,352.18
Minnesota,2017,10,356.12
Minnesota,2017,11,356.12
Minnesota,2017,12,356.12
Minnesota,2018,1,361.04
Minnesota,2018,2,361.04
Minnesota,2018,3,361.04
Minnesota,2018,4,363.64
Minnesota,2018,5,363.64
Minnesota,2018,6,363.64
Minnesota,2018,7,366.98
Minnesota,2018,8,366.98
Minnesota,2018,9,366.98
Minnesota,2018,10,367.53
Minnesota,2018,11,367.53
Minnesota,2018,12,367.53
Minnesota,2019,1,365.53
Minnesota,2019,2,365.53
Minnesota,2019,3,365.53
Minnesota,2019,4,367.63
Minnesota,2019,5,367.63
Minnesota,2019,6,367.63
Minnesota,2019,7,371.87
Minnesota,2019,8,371.87
Minnesota,2019,9,371.87
Minnesota,2019,10,373.44
Minnesota,2019,11,373.44
Minnesota,2019,12,373.44
Minnesota,2020,1,365.68
Minnesota,2020,2,365.68
Minnesota,2020,3,365.68
Minnesota,2020,4,338.1
Minnesota,2020,5,338.1
Minnesota,2020,6,338.1
Minnesota,2020,7,361.13
Minnesota,2020,8,361.13
Minnesota,2020,9,361.13
Minnesota,2020,10,366.41
Minnesota,2020,11,366.41
Minnesota,2020,12,366.41
Minnesota,2021,1,371.71
Minnesota,2021,2,371.71
Minnesota,2021,3,371.71
Minnesota,2021,4,380.59
Minnesota,2021,5,380.59
Minnesota,2021,6,380.59
Minnesota,2021,7,377.72
Minnesota,2021,8,377.72
Minnesota,2021,9,377.72
Minnesota,2021,10,381.89
Minnesota,2021,11,381.89
Minnesota,2021,12,381.89
Minnesota,2022,1,381.47
Minnesota,2022,2,381.47
Minnesota,2022,3,381.47
Minnesota,2022,4,385.79
Minnesota,2022,5,385.79
Minnesota,2022,6,385.79
Minnesota,2022,7,389.26
Minnesota,2022,8,389.26
Minnesota,2022,9,389.26
Minnesota,2022,10,387.17
Minnesota,2022,11,387.17
Minnesota,2022,12,387.17
Minnesota,2023,1,386.98
Minnesota,2023,2,386.98
Minnesota,2023,3,386.98
Minnesota,2023,4,387.31
Minnesota,2023,5,387.31
Minnesota,2023,6,387.31
Minnesota,2023,7,390.45
Minnesota,2023,8,390.45
Minnesota,2023,9,390.45
Minnesota,2023,10,394.72
Minnesota,2023,11,394.72
Minnesota,2023,12,394.72
Minnesota,2024,1,394.5
Minnesota,2024,2,394.5
Minnesota,2024,3,394.5
Minnesota,2024,4,397.45
Minnesota,2024,5,397.45
Minnesota,2024,6,397.45
Minnesota,2024,7,402.55
Minnesota,2024,8,402.55
Minnesota,2024,9,402.55
Minnesota,2024,10,402.51
Minnesota,2024,11,402.51
Minnesota,2024,12,402.51
Mississippi,2015,1,108.81
Mississippi,2015,2,108.81
Mississippi,2015,3,108.81
Mississippi,2015,4,109.43
Mississippi,2015,5,109.43
Mississippi,2015,6,109.43
Mississippi,2015,7,109.78
Mississippi,2015,8,109.78
Mississippi,2015,9,109.78
Mississippi,2015,10,109.59
Mississippi,2015,11,109.59
Mississippi,2015,12,109.59
Mississippi,2016,1,110.38
Mississippi,2016,2,110.38
Mississippi,2016,3,110.38
Mississippi,2016,4,109.87
Mississippi,2016,5,109.87
Mississippi,2016,6,109.87
Mississippi,2016,7,109.59
Mississippi,2016,8,109.59
Mississippi,2016,9,109.59
Mississippi,2016,10,109.8
Mississippi,2016,11,109.8
Mississippi,2016,12,109.8
Mississippi,2017,1,110.78
Mississippi,2017,2,110.78
Mississippi,2017,3,110.78
Mississippi,2017,4,110.04
Mississippi,2017,5,110.04
Mississippi,2017,6,110.04
Mississippi,2017,7,110.05
Mississippi,2017,8,110.05
Mississippi,2017,9,110.05
Mississippi,2017,10,110.25
Mississippi,2017,11,110.25
Mississippi,2017,12,110.25
Mississippi,2018,1,110.11
Mississippi,2018,2,110.11
Mississippi,2018,3,110.11
Mississippi,2018,4,110.6
Mississippi,2018,5,110.6
Mississippi,2018,6,110.6
Mississippi,2018,7,110.11
Mississippi,2018,8,110.11
Mississippi,2018,9,110.11
Mississippi,2018,10,109.88
Mississippi,2018,11,109.88
Mississippi,2018,12,109.88
Mississippi,2019,1,109.4
Mississippi,2019,2,109.4
Mississippi,2019,3,109.4
Mississippi,2019,4,110.09
Mississippi,2019,5,110.09
Mississippi,2019,6,110.09
Mississippi,2019,7,111.73
Mississippi,2019,8,111.73
Mississippi,2019,9,111.73
Mississippi,2019,10,113.6
Mississippi,2019,11,113.6
Mississippi,2019,12,113.6
Mississippi,2020,1,113.48
Mississippi,2020,2,113.48
Mississippi,2020,3,113.48
Mississippi,2020,4,103.49
Mississippi,2020,5,103.49
Mississippi,2020,6,103.49
Mississippi,2020,7,113.4
Mississippi,2020,8,113.4
Mississippi,2020,9,113.4
Mississippi,2020,10,114.41
Mississippi,2020,11,114.41
Mississippi,2020,12,114.41
Mississippi,2021,1,116.39
Mississippi,2021,2,116.39
Mississippi,2021,3,116.39
Mississippi,2021,4,116.22
Mississippi,2021,5,116.22
Mississippi,2021,6,116.22
Mississippi,2021,7,115.68
Mississippi,2021,8,115.68
Mississippi,2021,9,115.68
Mississippi,2021,10,116.02
Mississippi,2021,11,116.02
Mississippi,2021,12,116.02
Mississippi,2022,1,115.31
Mississippi,2022,2,115.31
Mississippi,2022,3,115.31
Mississippi,2022,4,114.79
Mississippi,2022,5,114.79
Mississippi,2022,6,114.79
Mississippi,2022,7,115.52
Mississippi,2022,8,115.52
Mississippi,2022,9,115.52
Mississippi,2022,10,117.18
Mississippi,2022,11,117.18
Mississippi,2022,12,117.18
Mississippi,2023,1,117.9
Mississippi,2023,2,117.9
Mississippi,2023,3,117.9
Mississippi,2023,4,118.61
Mississippi,2023,5,118.61
Mississippi,2023,6,118.61
Mississippi,2023,7,119.91
Mississippi,2023,8,119.91
Mississippi,2023,9,119.91
Mississippi,2023,10,121.4
Mississippi,2023,11,121.4
Mississippi,2023,12,121.4
Mississippi,2024,1,121.69
Mississippi,2024,2,121.69
Mississippi,2024,3,121.69
Mississippi,2024,4,122.95
Mississippi,2024,5,122.95
Mississippi,2024,6,122.95
Mississippi,2024,7,124.26
Mississippi,2024,8,124.26
Mississippi,2024,9,124.26
Mississippi,2024,10,124.78
Mississippi,2024,11,124.78
Mississippi,2024,12,124.78
Missouri,2015,1,307.43
Missouri,2015,2,307.43
Missouri,2015,3,307.43
Missouri,2015,4,308.76
Missouri,2015,5,308.76
Missouri,2015,6,308.76
Missouri,2015,7,309.25
Missouri,2015,8,309.25
Missouri,2015,9,309.25
Missouri,2015,10,306.6
Missouri,2015,11,306.6
Missouri,2015,12,306.6
Missouri,2016,1,308.29
Missouri,2016,2,308.29
Missouri,2016,3,308.29
Missouri,2016,4,307.45
Missouri,2016,5,307.45
Missouri,2016,6,307.45
Missouri,2016,7,307.7
Missouri,2016,8,307.7
Missouri,2016,9,307.7
Missouri,2016,10,310.25
Missouri,2016,11,310.25
Missouri,2016,12,310.25
Missouri,2017,1,308.98
Missouri,2017,2,308.98
Missouri,2017,3,308.98
Missouri,2017,4,311.06
Missouri,2017,5,311.06
Missouri,2017,6,311.06
Missouri,2017,7,311.44
Missouri,2017,8,311.44
Missouri,2017,9,311.44
Missouri,2017,10,313.61
Missouri,2017,11,313.61
Missouri,2017,12,313.61
Missouri,2018,1,311.74
Missouri,2018,2,311.74
Missouri,2018,3,311.74
Missouri,2018,4,314.19
Missouri,2018,5,314.19
Missouri,2018,6,314.19
Missouri,2018,7,314.97
Missouri,2018,8,314.97
Missouri,2018,9,314.97
Missouri,2018,10,315.83
Missouri,2018,11,315.83
Missouri,2018,12,315.83
Missouri,2019,1,316.72
Missouri,2019,2,316.72
Missouri,2019,3,316.72
Missouri,2019,4,319.36
Missouri,2019,5,319.36
Missouri,2019,6,319.36
Missouri,2019,7,323.48
Missouri,2019,8,323.48
Missouri,2019,9,323.48
Missouri,2019,10,325.76
Missouri,2019,11,325.76
Missouri,2019,12,325.76
Missouri,2020,1,320.97
Missouri,2020,2,320.97
Missouri,2020,3,320.97
Missouri,2020,4,296.88
Missouri,2020,5,296.88
Missouri,2020,6,296.88
Missouri,2020,7,320.47
Missouri,2020,8,320.47
Missouri,2020,9,320.47
Missouri,2020,10,326.3
Missouri,2020,11,326.3
Missouri,2020,12,326.3
Missouri,2021,1,327.71
Missouri,2021,2,327.71
Missouri,2021,3,327.71
Missouri,2021,4,332.68
Missouri,2021,5,332.68
Missouri,2021,6,332.68
Missouri,2021,7,332.09
Missouri,2021,8,332.09
Missouri,2021,9,332.09
Missouri,2021,10,333.83
Missouri,2021,11,333.83
Missouri,2021,12,333.83
Missouri,2022,1,334.49
Missouri,2022,2,334.49
Missouri,2022,3,334.49
Missouri,2022,4,336.35
Missouri,2022,5,336.35
Missouri,2022,6,336.35
Missouri,2022,7,338.2
Missouri,2022,8,338.2
Missouri,2022,9,338.2
Missouri,2022,10,339.86
Missouri,2022,11,339.86
Missouri,2022,12,339.86
Missouri,2023,1,342.7
Missouri,2023,2,342.7
Missouri,2023,3,342.7
Missouri,2023,4,345.49
Missouri,2023,5,345.49
Missouri,2023,6,345.49
Missouri,2023,7,348.29
Missouri,2023,8,348.29
Missouri,2023,9,348.29
Missouri,2023,10,351.1
Missouri,2023,11,351.1
Missouri,2023,12,351.1
Missouri,2024,1,350.72
Missouri,2024,2,350.72
Missouri,2024,3,350.72
Missouri,2024,4,352.15
Missouri,2024,5,352.15
Missouri,2024,6,352.15
Missouri,2024,7,354.65
Missouri,2024,8,354.65
Missouri,2024,9,354.65
Missouri,2024,10,355.7
Missouri,2024,11,355.7
Missouri,2024,12,355.7
Montana,2015,1,47.71
Montana,2015,2,47.71
Montana,2015,3,47.71
Montana,2015,4,47.9
Montana,2015,5,47.9
Montana,2015,6,47.9
Montana,2015,7,48.09
Montana,2015,8,48.09
Montana,2015,9,48.09
Montana,2015,10,47.36
Montana,2015,11,47.36
Montana,2015,12,47.36
Montana,2016,1,47.08
Montana,2016,2,47.08
Montana,2016,3,47.08
Montana,2016,4,46.62
Montana,2016,5,46.62
Montana,2016,6,46.62
Montana,2016,7,47.09
Montana,2016,8,47.09
Montana,2016,9,47.09
Montana,2016,10,47.97
Montana,2016,11,47.97
Montana,2016,12,47.97
Montana,2017,1,48.11
Montana,2017,2,48.11
Montana,2017,3,48.11
Montana,2017,4,48.8
Montana,2017,5,48.8
Montana,2017,6,48.8
Montana,2017,7,48.62
Montana,2017,8,48.62
Montana,2017,9,48.62
Montana,2017,10,48.36
Montana,2017,11,48.36
Montana,2017,12,48.36
Montana,2018,1,49.45
Montana,2018,2,49.45
Montana,2018,3,49.45
Montana,2018,4,49.47
Montana,2018,5,49.47
Montana,2018,6,49.47
Montana,2018,7,49.33
Montana,2018,8,49.33
Montana,2018,9,49.33
Montana,2018,10,49.56
Montana,2018,11,49.56
Montana,2018,12,49.56
Montana,2019,1,49.75
Montana,2019,2,49.75
Montana,2019,3,49.75
Montana,2019,4,49.83
Montana,2019,5,49.83
Montana,2019,6,49.83
Montana,2019,7,50.72
Montana,2019,8,50.72
Montana,2019,9,50.72
Montana,2019,10,50.76
Montana,2019,11,50.76
Montana,2019,12,50.76
Montana,2020,1,49.77
Montana,2020,2,49.77
Montana,2020,3,49.77
Montana,2020,4,47.22
Montana,2020,5,47.22
Montana,2020,6,47.22
Montana,2020,7,51.22
Montana,2020,8,51.22
Montana,2020,9,51.22
